          1                   2                   3                   4                   5                   6                   7                   8                   9                   10                  11                  12                  
14        361113575136918     964850742418147     486310706976770     521581757358835     431949163588319     658100771887072     735596760589736     305814158267571     236274990856302     130425916467471     634077517017120     982358914867409     
15        633455401557331     432512134700853     679517812817124     840339581150854     430653438923641     575820318468141     819551555537930     393851947226995     205414461322319     228788969153782     551481193114955     32336469235405      
16        986098110123936     84564116429932      704122187081145     625030054100263     875233164044529     73836286627974      681018327086157     336886489199281     259687052902193     106924292974553     772273858822934     824772972971712     
17        207157438988312     716676695916568     460884595861993     255205425245463     67641881110488      241570006714903     330059457900511     128993912267394     942632463550561     93038086291125      54883460871043      659318271133612     
18        757084184471828     506787872747503     364272932923061     904691331112895     339907450100570     351195684033616     34693173879968      86937269170850      641570715977891     188573717169718     46643399023430      448279743124448     
19        886328223302337     328088413161007     280265943967640     767300835184134     177062889534345     126739549211259     120189850949850     548943799862691     829063537866378     683495824197044     582510309995519     573719930375399     
20        472230387267098     753524387570006     76205357334413      562665938950946     246035954765664     739408899851460     283714208605032     317733927407584     388762804854333     541483046940726     761744990140695     797915964813560     
21        158914367159199     836005988597529     444625526421286     897153636483752     727819762467887     445680378178333     838236136791451     992747583308121     168413049468766     521407400398373     185261182834971     632758411930543     
22        810920974727920     253717098560549     165707130844828     368080041373206     288205600665129     17612598842308      901352762781782     723565529875981     740118000285148     941816633977481     535964905743643     789704063440564     
23        476508276209195     534425482365303     398749574728207     337731669215362     237342432151902     681708597638228     449947774428758     572101818004400     872795977557886     637501598986529     573696774906989     59560227679367      
24        116288415958652     435165797798925     920584750325790     618855737168615     139659875383554     880833203699493     988536355750248     717227454404983     355525619984122     718557836294855     604939262721991     389406164907356     
25        875720737064027     157704987991434     511334874189449     86896353049687      220731060796958     139821881986608     33789754306099      976559251129108     178829492345447     424442161541036     40792538901735      420234697901993     
26        635186744276625     600481603190636     914142416252519     375498156133605     817546887160577     810853973745091     859450560344986     426991131240252     996423611496030     248358338069138     270123523409596     664072524980301     
27        97282251810282      937450822581643     91934846908592      187381880043703     378229677125672     252860419836198     528557312972006     913013858045252     959127599750073     935987346408952     178949641688680     634471070461258     
28        908439547800175     107759471016524     993037181288083     810526879461768     665515553747041     24386627245058      975458641787924     897311356969927     155997081012973     802128600044474     527728667221605     885303361043790     
29        35016986494277      899981534747440     96434526456864      723248471857645     935813352684026     530724050861184     877221633582272     835228732247346     928935736339366     761634060223687     735075539165330     611507900638319     
30        39750654363104      550465440725478     313148180274364     674674371446458     426481691199522     934854739204235     161335920860686     47959123454574      424574762193288     61753778027229      917633168023861     615349091928320     
31        988567902658372     427357259464580     785375325663007     913981503255555     605160429962104     769328734250745     353375917480821     359281210132623     223084721988853     906653893445043     30599413077436      877161828071700     
32        686181912278739     152381677981938     602400655565469     820961076408543     969584458006379     404752907569186     58007757006280      295754600354897     136395956191163     655628468556432     824218244010827     766863489098197     
33        376689816048840     247546754967462     465908887541012     548725087774398     364651587616402     717811207475509     444116591096467     629125989105598     260176393936344     947949736225754     847394361801736     750091233028686     
34        504324748474608     447369346334846     298132048057660     15542578604142      664447914315009     481323142371543     441094147842195     136184665505135     544465838524379     545242384947598     469636192552842     115622777378022     
35        763495915791415     532783904913511     133173651344897     94687262758963      314755768292922     441176351592164     326701206270469     374046427233352     82209309811033      305319479633801     370319355344957     204090321751790     
36        48875747904715      354651779647438     295009659563626     514758776712527     885715952419059     942360886168801     914398400044259     864781833428125     598127715199233     88516895533679      75637609385618      116261076281752     
37        725927930666204     773115039157566     166627916308071     952482685749576     295545434514643     578778810959142     494556822633792     250274341667896     29187149213190      421535092218116     169957901823148     841459953958967     
38        701328357269958     881681260769265     317104624064778     843061353078666     295366784792277     783609916499295     710237692656923     29506549089477      454909442779007     367534000071697     671964940488275     381574462629803     
39        458891366921677     734092359384033     109840570301009     935012310955260     907082159739303     714807335667054     664641692195186     999448971941407     332499351689926     852528738145851     590129654151161     454046327131340     
40        582295226660441     406432799927879     832088129318999     973413111696348     492885094558465     142167041379975     831781585487230     605143069939606     943672887883008     983923994114997     667788649951152     73888369452920      
41        339090462195036     604179141423322     971592782574674     372527017540103     207140443493094     692918841918093     258036086275693     244195877730264     303102516907873     53854066099771      450260206302185     25165944994963      
42        170626243041164     641105410555036     218272054166207     320901369845461     25820222444899      393649559255264     769241669803365     438195833358338     428224908273789     357135812074885     791944512176656     961114558815756     
43        399194004707156     127467708548539     706077922315690     783248117598984     170209766649850     127768707510089     410567901881700     735093832052250     661034098795994     999067043095388     455798695180784     158395375894071     
44        919777274767186     496192500753934     39014653401929      212222502111006     302341245406178     640904756527244     55657687038680      557989534249126     381088630948433     415017945866828     894465178283238     933642489095837     
45        226046211267815     310470045037647     616295507532726     959152246686427     961439649078226     497508987146049     870649209094035     438339951194167     136171475455203     380648600140973     72557438920880      236765864416036     
46        361007335144390     578574885310306     669364501190237     930232938988768     783657650351393     63973454281692      972300340475054     603542160079673     96627526416754      104580454644074     635435617475060     75554888925103      
47        324562688193820     943608993429904     37202495549562      365730121685800     673256787487304     523537649581231     116977078745859     180999633379398     305162336409840     589612634996801     808621910802573     672555843582422     
48        83583030085879      426940182336751     3335558409156       344913044813600     840722425721132     314540534031330     508313500727235     808786330310454     823883825981053     146321487886629     321099003181044     84328379906291      
49        512666020939931     33129408041648      142465211699114     692681935714854     420854859580379     854892092986210     755566371117369     819058610760120     627253238780135     376576338453567     536072123481034     62168529801210      
50        832864991916560     929433949352087     862405596485336     716604147844967     703737645852921     9016100731519       109987544962434     487236231075918     205933558223533     936352535598380     866080091875696     695169204935192     
51        904613593923647     924982326350666     276038140069128     800343696094194     481287138045362     202586277902891     33864501392325      755050642276351     980185477852126     700369840697838     534216604311136     2059953265101       
52        723596188673833     358307561247394     531692005306830     593670883664182     820576162363590     880604411907287     441098233970983     404373128365175     437774842359007     242934897839654     793612340453482     156858131063782     
53        382996441304680     259989856333356     522221779866180     97175914897013      437390766866971     218050482493827     129784433537583     725676578691152     835195939044120     742119656887157     586233587065512     274551046101855     
54        298017757969309     786859858743905     567618147337473     559509606861803     859973983718820     317690366486679     971602480734929     154009426089335     539180908780590     326638427442617     881507125080798     315229783039006     
55        691711944003182     511582731798091     333033220604594     43090917287776      8898225082311       343964344318278     940153318139204     509073769956641     25127908061426      369960013265339     443176868766062     714036288412026     
56        880457046372285     562527590862753     413417138867849     757631963413124     996031123411392     800077597096067     933119714075723     668035925504593     6825272302753       492794553328486     93164805319360      571787012410069     
57        924548383071211     684794079349764     414348738214480     659647869467863     275201785061859     571084891970913     983758286877641     152576500328866     786086452431895     200619212385752     929496278060154     515193646723426     
58        81253694117721      92397502951097      983921800364139     599459721529360     33517376262841      813238644449098     693036110124657     62696951517507      447393408523603     287568031228579     418573035707024     577330373418665     
59        482673531899760     872579094460478     57740240057440      226995522820580     152100804173855     86180519180453      702475782168826     337115545729272     288738160671288     292593779237990     526703027422408     4943708479760       
60        128265927465721     942937937281824     396543489347234     713714647236735     479596674831581     192138294802216     371312813496522     445944534529661     863180401744176     429844180264860     690943904566631     352235359764964     
61        252911906329847     96595140007679      791320790842781     724502688589274     888842452269858     629502042059194     64106876908965      757648709814538     656228838886567     478113330830097     54658269040799      544735164877801     
62        883961650791080     845882659338922     594185868599504     344218625557633     283419825028662     63864390887818      443452312336075     130534448418050     284694348215345     931920081217537     340410230984290     92064960938589      
63        196277716936496     909395705460409     309563782978014     32751793109794      784127243347872     742962572703636     542987809386960     901511934256694     644566580169064     836229899931379     792788922883897     272324600591022     
64        121354533383312     11342129218621      901803004544577     843616004617025     170393330469617     603397792104742     540162533756921     220339020109560     263581914991086     289976392575255     6546103858751       590728424420560     
65        543695449765829     523683180062750     93127896684791      770300344323918     731293818563575     798444456322263     786284250345521     378551358859927     174779489502817     958075045358245     54202856709641      4628319326833       
66        314621433600673     650345623313670     319027817221817     509647127165348     246622587446845     160595592738338     601409796920256     422756465617451     368620132002200     723048611271607     274074480519227     30751704557644      
67        382041533027102     385145965560583     886961727744834     706963571799604     81841844407038      737931068500001     947013607252485     972686227402876     537542685648930     864807996965500     357479451815769     376707798461456     
68        791539471312582     649302400155340     657432016010768     791174116223227     852908892322624     757039761436342     631218824223119     177016866488914     926407230691397     523250320711370     781056900925061     165516145017358     
69        839179640360780     762853716898865     684517205784692     330669687555877     686552473637799     881311211041201     878837604047660     882276628373537     749120980328373     52769650609199      188845795868214     306225513276035     
70        680236705690383     575686405697200     473949151048276     913675228278946     958110660752573     429242607163675     122687179040435     551257799235551     147736338882869     960015397064760     406480191163890     269975216896781     
71        416922590379315     631919516793085     141245017188482     576705386112875     985055619469142     187483592807855     813548411183698     321492586229444     2888742207867       672208363008692     693954986564349     307210342100788     
72        642890164616278     278204725683095     950924930648885     287909986236123     534723083820356     303032258162244     977604374912284     899845701371953     127014766603782     65467690720517      829480618008913     584022346179848     
73        214082237458672     839836582963388     882626240867663     266865593395488     905980543730606     320757743903353     231243949690740     542112178262674     916921435203766     979136165355058     546175725674031     538518995787559     
74        617271188513937     426835529404118     437439108652172     890178288868346     476649143761075     442007257335135     912736384114996     462889793295513     672122035131592     294845735844383     912339261452420     790670935104180     
75        675191470654574     631622746727285     834956965957237     366101823472021     889671362098363     361885404211400     676368085971384     807975119947555     113790693661257     949908896449670     917628733383970     372719565430164     
76        601023883585283     833467148053786     325144075453659     150016237572311     23850735793608      625600430792802     725066261139832     360818880684298     960227532590003     173420693356775     618542382382162     752009504161275     
77        346310157694314     270186193429097     367639932198622     946327623442288     128725703815216     938826606293598     685789889736851     971003008806615     119384001584324     905597948460        910471735484546     652579468210213     
78        364402003860184     400801335371541     794839671164541     650835663764116     740640463976824     286904733110313     796719111567285     555517768913724     492416203037449     878455559368520     893861249738488     551939524032778     
79        171481905350468     554255038159061     99309616933462      982214586658696     391020814216242     244600204761910     529627453742752     769819932956984     361314040638801     850536903746637     345293480041831     850919939220218     
80        795361772557359     443865912967263     951781605879192     193834500176090     393629067317767     920854027536047     754639358551966     680121339007826     470001020547504     336409659596989     996385348043843     425249235393952     
81        492667419633198     90385031644489      1474921436599       828742766159399     601848744775765     926216653459393     503554687764048     205200345820804     58780710041199      98331005044171      890265076163785     574401051627369     
82        354623499925246     744381565605764     295396553775566     493802595551438     23886449299001      309941920052690     907040430497312     834623098453740     330012371161416     628119475401992     363816431395581     768254184013162     
83        775061424912826     32616416687454      48455503927881      590778945326859     387671595237436     76476281773735      123611112962843     865467164262323     264521213137319     400417296327816     782896789722172     539514928013607     
84        236805570259632     429743113690478     442740941081012     44891527342228      56747070810697      780878182920863     852225365542511     41521741173482      245918420447285     928052502779028     328324190989776     984270338034597     
85        844833604180750     37263242211742      789846578618730     564458587523270     689570873930745     130746035626894     175046558694735     614193411088769     947676411719977     880605778851793     156708322920458     105586063899178     
86        816527154292165     975797777238357     913520702031768     633544669611876     520391385757075     461482357079627     764166215285602     273280957965529     32442962063742      619081237594938     739483833383149     301005487531080     
87        846228517835043     522340385673181     533254826731243     498100264724192     76087382832845      440169731266550     459332906893592     746707170416275     906150727965272     893940867571756     631737068240536     379854430216426     
88        370187480676908     909630068967836     804076640414057     59624569361648      406260339386494     605002243164732     606064076170582     487872458874211     368498335642749     209054092856520     599904037227816     472716455533720     
89        383230148330044     383248538092093     562660793950681     515163669049617     430213444094643     127021400554814     364040163875985     792375701489216     662540710572446     258298495082299     240562741458052     222569498069725     
90        861334886725354     884452352452545     750876701085317     53195885823041      659312615440495     599044539917714     401945667967511     524463371452444     953624676870152     4125870885949       282347474073925     320743162716761     
91        463909728973766     255018354313544     9231345148946       843632076921007     218391956103558     132126543878465     730074922033269     597511927965598     94129362927309      90453599113347      798736919579759     226851681491294     
92        570548649357314     909049932892960     476785375072846     594673186914548     81089577643432      115337472015547     955128350841717     220030977075636     685315936613196     595820427408040     586945359816180     21758778629302      
93        695307113394974     894560550190811     250330276195777     691019139536546     467672204486236     441073904365383     878798928506983     364019892697696     412441069724857     299313427942364     301753474364611     15474369502012      
94        960917312258218     398517762473417     307918950500578     647227124655542     728671987842696     271100146135696     609732187675113     297242733453771     111789610919534     775434021259090     296112417414119     783850069459464     
95        546313432939458     625020376816006     966949137476445     623440212204172     613984222230041     944106984757233     967765791049829     851617067357285     491835571243245     642390282714601     225206204198534     18648070959400      
96        636576936855154     567597718588555     208805151790002     953858365899198     900597844020883     516643504478739     634138513524799     973689620903680     461552922226468     179547356897887     505442256619927     902727256855304     
97        570892918338506     894511990933112     520476732297622     176944815189509     252780109482592     445292536951821     777264741864643     623621980508708     877058264001684     283340851974508     565037066022446     196605539480191     
98        927112219935144     214166589702090     225546903851541     474905721454909     220096097633126     308588824061781     898503940478084     892279301127944     660239517238007     135855699147014     68896778599621      609035118664030     
99        863765706051969     3860155001562       567198306632929     842403767094065     235805756684588     469598069019265     226566363924879     980902727384941     277965560447662     563495942572656     163903912065575     522871587489565     
100       169840081027143     880581580450249     998163527910572     496963958362300     810129699703182     779443386277756     101267531924162     646979457811376     657168558868498     144257067621906     510519269615723     706730623711790     
101       178699850468085     235122399918877     131866204865862     762404964935509     702409349545557     168813700492989     828259302257047     798818709339098     645415304747242     856053565464442     541539715621811     353196887715842     
102       243505124118828     244865377482456     954676630226359     179878078244510     878504979115872     22451939586705      424470562109641     404875039013865     897223847602813     30409404040073      510036411530888     758894617754153     
103       751779603281947     640917394222704     123878387620289     691622365613587     711011519020949     708729430842502     727096429851714     482364948922484     882336679589100     850324012394396     121917485990611     505576196495628     
104       199135175982646     304525176683987     186239019519913     914424939839080     661080578479513     605150117136773     936748140514660     63893295398547      335173090564443     232801256709110     155750380381600     765774637025118     
105       982940528563470     825620986268001     646503064080532     162658262043842     439577994226849     413680649958090     296533129636650     802928727890106     427002501448826     754936713289361     409147005348586     362532581185099     
106       709638992840368     883688827258550     128169949329941     428096691639421     562794037413676     914770320006178     312200846006521     351071647748268     803765184893297     56391376441168      693653642715687     925017631608605     
107       175436970083214     945373012612501     81321421536341      41852824386421      990311333088395     477181300395240     549696792649534     849272600912106     923094281506012     707646696023745     780771914169383     901099314202679     
108       858297534062931     390795947609282     659227394994056     225747030974541     957315454252240     916221831119722     552582075359452     991807224575414     866723973422176     184121967860848     636363733519105     551715327894704     
109       909411573631946     801320263391600     27399823682740      666150699881605     336818929126108     496907275588359     640400819030525     484324470139235     499650772889334     994602565386904     581805585982387     521025526205387     
110       961663118530186     157114130864180     985179815649087     871345011355945     155456641965831     927553210404916     596649527960974     356365238992989     584483460365659     516700186677240     974733542044861     179025438817113     
111       570600133486256     625165771614507     539331407795804     344728998997661     417079702804568     703651283126999     161175477251122     54372030668816      924757076699556     538151475443394     529638706046363     608923647084167     
112       562879667471216     698985653774302     373835542874180     27252537015546      554477461573868     694642726791949     417909029518648     914077145944349     166117731485127     271514724110897     288371542206476     727960443613622     
113       176662028032998     85869847251502      706735179406190     905282762176875     29753089038702      4594599750349       369056037418911     704969036395374     374360763732901     378257602193842     196209505841555     875941633578170     
114       513679546696540     531180041608867     947411426995516     471062775432475     866706404991661     540219761931362     80265547289078      438084166767621     259408771708342     512147060626969     215373747466871     473322344564827     
115       548472367457890     888566633574045     382277966566513     910464108307284     894414349013110     412970980213529     236308637245080     968109057187489     830481086199291     515419029761433     437663970604476     752214028698673     
116       165278277342731     263666744523618     692908862039840     327980446831130     497190887132876     628130289825355     994339792786040     723821114335493     70177616556464      468934209839430     566950153774004     181049116674697     
117       493893544639409     234786290518805     602071710329809     691103852072884     209287793933928     543536158301003     909303951785476     656803650877262     281030996130641     154168004019673     915583569814002     21336733614747      
118       535117732358980     839657388067009     775257936880518     17448963345878      721597410407550     215998792110589     790787081835391     514772074167102     555045282555565     215126865392546     316098094354522     129272299049571     
119       198807961025015     495540534185908     591834613844717     512347337573168     699716403781866     552105285539464     135147121261216     877056380437089     618967261575824     645173177822525     281023810124627     860052366142006     
120       623169289165174     152367214046539     376180431468140     331814345772342     460747770444236     862748961540081     550339640903309     60175100520256      409787677449974     606139560092440     618899222885872     796709519106275     
121       26316367338964      230768925041341     850649348946592     336113111337379     170593876043236     4940317495652       53839293999947      471478175517648     258429186868199     182345942566828     220445592275703     187593033726582     
122       318791642459731     657954299130741     225735965049165     953345651638027     794371654259859     125085032923787     676553819608224     311017262921618     416746743134013     867691588552969     172018272117461     171215834109817     
123       533000001411015     562948818291694     796958487367700     750505659601621     888499750496903     775070936369790     822280766478300     194693877036082     382056156900215     527718576864829     16418550783541      675568727586719     
124       326774410714234     291829445820110     996881009407538     333924895479287     142515375042416     20387333083986      911402190501027     151050387819306     96335036659997      974537655118301     516334195160506     399895101261996     
125       602190838420209     622305362410139     281311539059936     632833115895908     939671656601116     142633636303920     147205900513553     901420503541565     131285088109478     285485531745683     2417169128496       935526946937767     
126       361933365523536     715905692386970     710381264643457     415546293391935     261854909675        320411394631827     304862754046718     70659224690125      609898660519277     949081051869822     556002888326770     476235646919077     
127       134921501665038     280731753349165     664642402510787     576500221267125     438805577225034     904750133216914     779872007395518     958387758566432     656194075685613     607605702959041     555734705858613     402236385509863     
128       913813589733853     412273746275916     414836118345822     959500569151161     11168758580400      614155974006658     487228933289130     699890039687911     840995471549084     776488030665704     73733148106545      190024270613945     
129       640559196732725     362206351208416     498270404004373     615848613283315     234516272407846     15898912692863      549174618419500     12010651878706      499818378281706     63482896629186      396909834533223     337066459398082     
130       658774483521737     781392240610506     949123076384698     150578745766603     706984495662402     311395100332942     878216720323344     4881394438704       307198774318610     591157428178532     772204323653414     440981277979712     
131       675330655979534     135488015814830     953181722718176     838270859234767     694164671045298     192772815075904     988290937616815     853291544592628     169764752177939     899757633474456     572535946310203     137984615936985     
132       744557969648444     902069612480155     732923578762880     726165693323805     265121573910544     275468711863374     19153273132459      467288307168239     48766344272582      509788484220696     403069731295052     980338825236069     
133       842177731009387     289636796242054     384680619943786     108847091521882     326574291465311     26711220836057      351324421349779     836718822159158     225817905184365     532835252814774     523322480695893     439650622171579     
134       516657651051906     499558426551875     40083688752370      161352379123802     93234843785852      830640330447671     534647284268243     220625586259087     366971717945193     798575837588065     392486621813904     803842077127674     
135       151869549585330     783590604587635     582934002997381     297010992511645     41600310917994      764278459192912     747818017294115     805960695491408     567846817077324     655096323272163     67026039125399      817665205216211     
136       380664893623686     677062385635543     564713077001728     423583015309925     759280391957564     721157462311126     970013204661912     248580192161469     569715837229031     463058362613598     778519108045917     231528609595641     
137       821019580421682     149812580207170     355183262266009     528414889874654     324875168631625     822717549644134     695143396927874     998272613235212     778776698947075     557317490397989     764310129666640     641258723158076     
138       171365207978421     696619782998432     880200940800859     275098097522975     521822290562390     764544117939413     273269204147675     937897690540501     590241958826214     743033900692285     568530154067499     257810573523118     
139       329975951442552     129013914109702     624530508465009     827956252999685     951887930282217     120567875139693     951138003260477     553956799395742     110664352831049     514322163076628     614463025648746     124107807629293     
140       966472020437271     945946341469427     624015922324383     792784943629099     668978747971415     384332213175412     907670806905664     912697511803274     640678302736095     120783237710164     588870801062057     407058367826215     
141       806292790221620     886411962831016     295742115545165     273748719329401     473122147801601     27924179513956      457425054279506     635490300736677     72020254228388      268087402374095     616628951690562     67693417663818      
142       222188707794280     515005097932807     74680852212823      615694784590243     649372510157278     1305481548443       733171300279925     780095952260391     365846430941384     924859087691806     239778080410758     109761163138973     
143       999773122921634     679409066522890     293706700686376     101551622243479     665636248622620     6998968696605       558240509775139     567218610021595     287303777630118     589397716949238     791083910435504     529556691952411     
144       63739633725655      976793381040274     234740573805325     669963547426111     230148212279604     167785071740369     993894386920771     191762475164391     741438359415680     539223879513172     705646997800820     211502758121820     
145       425483692603363     125461231179674     345898035019433     347397250454002     804889868889772     150436578012380     389300944170428     906248425265584     66988363762732      937265327426126     737876595112679     25968397483815      
146       404338747751534     752243299003352     848490510565302     669495933860465     502785542737606     515494485453286     881683293333657     514856902958830     757166198289124     255629702664684     138418633482149     994119958796854     
147       400293483590721     827052082404249     160365221505448     295302945852254     434030279789703     418883091557296     893269671548044     998976312057853     240713792828162     911900179697146     5491256615316       744641066042195     
148       111923531983250     781430545479917     157865218415741     680428286610885     709033874478194     593813019782430     386000448968936     377329288118242     230910605108465     557116582364657     738517832022396     982235131221548     
149       424311348926860     190883475875557     508659760982996     393773672927228     555264430621754     276981635532175     727551043345587     206112772005428     11989370211118      738685148208140     810786873471700     951382045257727     
150       613546269120241     428641911962637     603301396758333     391818937937733     255004534506603     592827471402083     912649765361669     729946972778014     132475493347831     684321159753460     564721951674940     471608297900156     
151       988061297694257     14457732659545      161397807102544     206964093926125     75201493169202      585140674987344     904127170271451     313436359867261     209387339092491     139706755332595     55682965609210      987535611272168     
152       219901558938717     325286163434208     635454689395419     724520582336664     589102790819909     121591208149349     81453262191829      117581808066601     214183502201333     973488608830356     323097082940641     852921259432660     
153       354081723829225     134702893924342     843940731913015     819305540641549     674242396333302     78594539491410      33342524489013      888605704365974     905794464487773     424540343776709     933614769549516     309077666143913     
154       266242612946248     450518011566559     782269429677003     926471710905126     588013824644714     32067215526711      572409873049582     693123204900263     277773223628325     76212569477988      852757993166188     951736139567154     
155       291498742467140     572275357903647     264567089787811     514120477694152     533702723554363     168169236490006     9291208141609       939900201622415     97102892324808      107927080305406     686773015047571     113649567687528     
156       188390353121286     792023489959896     314699647601942     193144094998645     472616898579367     524171661365352     198329191663014     417167899906711     782821743848997     972241342918453     167238560248520     117274666190993     
157       22860600765994      419737190241444     183196388325794     602901304620714     323811872041174     841368804773058     20681121410755      815771034428231     667521277083626     570353768882916     679664614293828     696413902564        
158       449404732544302     532537011804411     447473825072120     198180989787148     430986656700041     306412704308824     792271466442393     804842881745349     612672935855893     483825399359003     79569782232517      303157130747519     
159       243640949754510     925704466323624     326679289936046     410393164783659     764898035612975     191161354159992     190830221887722     360404916615423     343793077497286     644990108044781     561004203481045     369181942143033     
160       868726676013337     899081938660344     279817010144428     853074961150556     996462678614179     65120342349740      952082681795366     913814229095005     690339201125190     218205157958000     459042363340539     120342002369136     
161       528611238831853     544833853635343     931763976652989     429082361475241     265019020125814     946010075389941     770226510763985     288316544188921     233559736843688     694903225594068     665067850056262     711912520022610     
162       914135254006748     901124049046418     399693013270134     925658653656345     792067209261555     244766971977596     816573716502115     165002696920854     308030118625192     245757612844213     434115008548064     957513800322128     
163       973930203128730     51827657077299      379423777421088     373078345234107     134610125883065     625404557236818     426050679929658     455863054297879     357301347735099     633619430388950     30703845234426      322288883445817     
164       585426373236371     808602710077588     592846856643957     698246670915644     35537112884068      206674295794287     300218858054621     242818072625303     216698715669076     960137180690132     442409230464336     788983999815550     
165       118976263698297     334905244473107     68507617440591      588625832559623     453947034966752     241743862237842     680290793954217     1923050631379       677280327003041     726422258728157     467067042011507     671486220086256     
166       926532662398756     228683888565558     205238456865502     100867042684632     562977501873421     743412853496636     858515810595292     615343261104585     736014977726117     969658326701853     10385359199092      109615230392572     
167       593561178920385     822401985243930     723618554483923     412395587813901     230883564447080     156004659112284     871793068418340     661228199438163     10019560489593      762141136493767     593550712709091     723962824165662     
168       883615421309463     348235230758848     575148037683036     924708302325275     144763279983294     823172456310925     897062587900681     660336767756509     355914958279458     525096315713387     301631648500370     882602216165763     
169       424476506611723     165471429897638     200233303404464     55551417990090      677096152110870     93986325363208      843586918145775     680475491947346     239955343046980     446790797924332     825934283125387     494125190960        
170       607257778626654     28134539874689      843480501796762     384048161955955     354071156612301     979797741644915     485151739625578     850649822163304     927608803754492     638362336534710     915917473530203     101944486842108     
171       70764511713719      955369809907791     423730577280524     240640875706846     510472796506838     653221093755729     488541021327683     37315431116453      762987053236733     307138479987350     267353755010109     370384658101136     
172       924772506410767     680291031414889     544751417846272     227809379131528     694706957434084     284115017144301     65334891181128      680775515225342     379387723296294     443406484887840     296017724479307     914689278271753     
173       642079774062285     860562254162549     527967855871623     357121030011937     595293353051784     867232931448924     456981579918897     571138030069176     685956589707548     665270279973342     92474539345063      998988799391656     
174       104500563397907     939093576258918     185108635687126     924102636952190     506111249005123     30140815440555      595555708140184     690215085131235     698872974346702     822277352145838     725832086261295     170494717562627     
175       700225373464383     680194284254087     81690632298720      502498843829798     776399478878558     760938616849651     110084355451076     895566547684084     590398644642581     319021992230272     717460557018150     172618158801929     
176       395804933024004     917423831023686     464094158887290     803237836548076     685203058402575     896177074048092     343784916706604     266863025565468     962055573417377     657045380170985     620868475284439     103071305172178     
177       84905665872322      256692414209487     30555745145718      350272684368802     319494320980422     618875030574847     264065883405084     68555539813601      781345871826394     505403902115882     376115661887170     606148092147448     
178       214479653072205     885618248810885     434984722565020     458683052190330     832143050192592     720745779713394     580180759695237     313602149003977     538427940634422     157446873710842     630671964755975     411890740610051     
179       248799648739500     920042870075392     557865403458020     951096711529110     660821901343074     463850541959102     435391647258828     789179726641186     94139156878442      305077248322375     517287234215338     255783502092524     
